name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags
STAR Chatterbox 模拟后端,STAR Chatterbox Backend,star_chatterbox_backend,star_chatterbox_backend,18,26,auto-channel_dispensing_drive_request_position|auto-head96_request_firmware_version|auto-iswap_parked|auto-move_channel_y|auto-move_iswap_x|auto-move_iswap_y|auto-move_iswap_z|auto-pierce_foil|auto-request_extended_configuration|auto-request_iswap_initialization_status|auto-request_machine_configuration|auto-request_tip_presence|auto-request_z_pos_channel_n|auto-send_raw_command|auto-setup|auto-slow_iswap|auto-step_off_foil|auto-stop,这是一个面向 Hamilton STAR 液体处理平台的非实体模拟组件。它通过返回虚拟机器配置、吸头状态、96头固件信息、iSWAP 状态与位置等数据，并模拟通道及 iSWAP 运动，用于开发、调试、命令测试和流程验证，而非直接驱动真实仪器。,"This is a non-physical simulation component for the Hamilton STAR liquid handling platform. It provides mock machine configuration, tip status, 96-head firmware data, iSWAP status and positions, and simulated channel and iSWAP motion for development, debugging, command testing, and workflow validation rather than direct control of real hardware.",移液工作站|通用实验设备占位器,实验执行&合成设备|实验室自动化与仪器集成|实验设备模拟与流程调试|移液站产品|移液工作站|通用实验设备占位器
静态DDS输出组件,Static DDS Output Component,static_dds,static_dds,38,74,auto-add_device|auto-add_instruction|auto-apply_calibration|auto-clock_limit|auto-constant|auto-customramp|auto-disable|auto-do_checks|auto-enable|auto-exp_ramp|auto-exp_ramp_t|auto-expand_timeseries|auto-generate_code|auto-get_all_outputs|auto-get_change_times|auto-get_ramp_times|auto-go_high|auto-go_low|auto-instruction_to_string|auto-make_timeseries|auto-offset_instructions_from_trigger|auto-piecewise_accel_ramp|auto-pulse|auto-ramp|auto-repeat_pulse_sequence|auto-setamp|auto-setfreq|auto-setphase|auto-sine|auto-sine4_ramp|auto-sine4_reverse_ramp|auto-sine_ramp|auto-square_wave|auto-square_wave_levels|auto-static_value|auto-trigger|auto-trigger_delay|auto-wait_delay,这是一个非物理的软件组件，用于在实验控制程序中定义和管理静态DDS样输出通道。它用于设置频率、幅度、相位以及可选的门控开关，并在实验时序中生成、检查和展开相关指令，而不是直接对应某一特定厂商的实体仪器。,"This is a non-physical software component used to define and manage static DDS-like output channels in an experiment control program. It is used to set frequency, amplitude, phase, and optional gate control, and to generate, validate, and expand timing instructions for experiments rather than representing a specific physical instrument from a particular manufacturer.",任意函数发生器|数字命令序列控制器,实验执行&合成设备|电子与电气测试|脉冲激励与时序控制|射频与电子电路测试|任意函数发生器|数字命令序列控制器
EPICS步进扫描控制组件,EPICS Step Scan Control Component,step_scan,step_scan,26,35,auto-add_counter|auto-add_detector|auto-add_extra_pvs|auto-add_positioner|auto-add_trigger|auto-at_break|auto-check_outputs|auto-clear_data|auto-clear_interrupts|auto-estimate_scan_time|auto-get_bool|auto-init_scandata|auto-look_for_interrupts|auto-open_output_file|auto-post_scan|auto-pre_scan|auto-prepare_scan|auto-publish_data|auto-read_extra_pvs|auto-run|auto-set_all_scandata|auto-set_dwelltime|auto-set_error|auto-set_info|auto-verify_scan|auto-write,用于实验自动化中的非物理软件组件，负责组织EPICS步进扫描流程。它可配置位置器、探测器、触发器、计数器和额外PV，执行逐点扫描、采集数据、处理暂停/中止、发布每点数据并写出扫描文件。,"A non-physical software component for experiment automation that orchestrates EPICS step-scan workflows. It configures positioners, detectors, triggers, counters, and extra PVs, then executes point-by-point scans, acquires data, handles pause/abort logic, publishes per-point data, and writes scan output files.",扫描采集控制模块,表征设备|实验执行&合成设备|智慧表征与检测中心|实验室自动化与仪器集成|样品/探针定位与运动控制|同步计数与探测器通道监测|实验仪器数据采集与联机控制|扫描采集控制模块
光束挡板,Beam Stopper,stopper,stopper,4,14,auto-calc_lightpath_state|auto-check_value|auto-close|auto-open,用于束线或实验光路中的插入/移出式挡板设备。该类设备通过外部控制信号执行打开与关闭，并结合进位/退位限位开关判断当前位置；部分变体仅提供状态读取，用于光路联锁显示与通光状态判断。,"An insertable/removable beamline stopper used in experimental beam paths. It is opened and closed via external control signals, and its position is determined from in/out limit switches; some variants are status-only and are used for lightpath display and transmission-state evaluation.",光束挡板,物流/机械|智慧表征与检测中心|X射线束线光路与衰减控制|光束挡板
Ark Metrica步进电机线性位移控制器,Ark Metrica Stepper Motor Linear Motion Controller,stpdrv,stpdrv,13,29,auto-acceleration|auto-address|auto-estop|auto-get_position|auto-goto|auto-home|auto-idn|auto-len_axes_mm|auto-mm_to_steps|auto-motion_timeout|auto-resource_kwargs|auto-speed|auto-steps_to_mm,用于控制步进电机驱动的线性位移机构或位移台。该设备通过串口/VISA通信，支持连接识别、速度与加速度设置、回零、按目标位置移动、位置读取以及急停，适合实验中的样品或探头直线定位任务。,"A stepper-motor-based linear motion controller for a linear actuator or positioning stage. It communicates over serial/VISA and supports device identification, speed and acceleration settings, homing, moving to a target position, position readback, and emergency stop for laboratory sample or probe positioning tasks.",步进电机控制器|电动直线位移台,实验执行&合成设备|物流/机械|精密定位与运动控制|样品/探针定位与运动控制|步进电机控制器|电动直线位移台
集群数据流传输器,Cluster Data Streamer,stream,stream,3,19,auto-close|auto-finalize|auto-put,用于实验数据处理流程的非实体软件组件。它通过异步、非阻塞方式将文件或数据块排队并持续发送到单一服务器或集群节点，适合采集过程中进行后台流式写入与收尾归档。,"A non-physical software component for experimental data workflows. It queues files or data blocks and streams them asynchronously in a non-blocking manner to a single server or cluster nodes, supporting background data spooling and finalization during acquisition.",实验数据流传输器,后处理设备|实验数据管理与记录|实验计算与数据处理|分布式实验数据处理|科学数据存储与归档|实验数据流传输器
ACQ400 数据流客户端,ACQ400 Stream Client,stream_client,stream_client,49,144,chan2volts|clear_counters|close|data_size|demux_status|elapsed_samples|fetch_all_calibration|get_aggregator_sites|get_aggregator_svc_list|get_blocks|get_elapsed|get_post|get_pre|get_state|get_sys_info|get_total|init_site_client|load_awg|load_dio482pg|load_dpg|load_gpg|load_segments|load_stl|load_wrpg|make_sa_sd_aliases|nchan|post_samples|pre_samples|read|read_chan|read_decims|read_transient_timebase|run_service|samples|scale_raw|set_DO|set_mb_clk|set_segment|set_sync_routing|set_sync_routing_master|set_sync_routing_slave|show_segments|st_monitor|state|uut_demux_enabled|wait_armed|wait_event|wait_state_changed|wait_stopped,用于连接 ACQ400/ACQ2106 系列采集系统的主机端软件客户端，负责实时数据流读取、状态监视、通道数据获取、校准换算以及采集相关服务配置。它用于实验中的高速数据采集与后处理，本身不是实体仪器。,"A host-side software client for connecting to ACQ400/ACQ2106 acquisition systems. It handles live data streaming, status monitoring, channel data retrieval, calibration-based scaling, and acquisition-related service configuration. It is used for high-speed experimental data capture and post-processing, and is not a physical instrument itself.",高速数据采集系统|网络化数据采集仪,表征设备|实验计算与数据处理|实验数据管理与记录|瞬态信号采集与同步触发测量|实验仪器数据采集与联机控制|高速数据采集系统|网络化数据采集仪
管道进程流接口,Piped Process Stream Interface,stream_pipe,stream_pipe,3,22,auto-close|auto-read|auto-write,一个非物理的软件流接口组件，通过子进程的标准输入/输出进行字节流通信。在实验系统中可用于把协议栈、控制工具或辅助进程接入数据通道，负责读写和关闭进程管道流。,"A non-physical software stream interface component that communicates over a child process's standard input/output as a byte stream. In laboratory systems, it can be used to connect protocol stacks, control utilities, or helper processes into a data path, providing stream write, read, and close operations.",通用字节流仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|通用字节流仪器通信接口
串口流接口组件,Serial Stream Interface Component,stream_serial,stream_serial,3,22,auto-close|auto-read|auto-write,用于实验系统中的非物理串口通信组件，提供对串行端口的数据写入、读取和连接关闭功能，作为上层程序与各类串口设备交换字节流的通用接口。,"A non-physical serial communication component used in laboratory systems. It provides generic byte-stream write, read, and close operations over a serial port for higher-level software to communicate with serial devices.",串行仪器通信接口|通用字节流仪器通信接口,实验执行&合成设备|串行通信与人机交互|实验仪器通信与驱动集成|串行仪器通信接口|通用字节流仪器通信接口
网络套接字流接口,Socket Stream Interface,stream_socket,stream_socket,2,22,auto-read|auto-write,一个非物理的软件通信组件，通过网络套接字提供通用字节流读写接口。在实验自动化中可用于与远程仪器、控制服务或实验进程交换原始数据，但证据不表明其对应某一特定物理设备。,"A non-physical software communication component that provides generic byte-stream read/write access over an internet socket. In lab automation, it can be used to exchange raw data with remote instruments, control services, or experimental processes, but the evidence does not identify any specific physical instrument.",通用字节流仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|分布式实验控制与远程过程调用|通用字节流仪器通信接口
BLE到LSL数据流组件,BLE-to-LSL Streamer,streamer,streamer,9,37,auto-address|auto-backend|auto-connect|auto-disconnect|auto-make_chunk|auto-send_command|auto-start|auto-stop|auto-subscriptions,这是一个非物理的软件组件，用于连接蓝牙低功耗（BLE）设备，订阅其通知数据，将收到的样本整理为数据块并发布到 Lab Streaming Layer（LSL）输出流中，供实验中的实时采集、同步和显示使用。,"This is a non-physical software component that connects to a Bluetooth Low Energy (BLE) device, subscribes to its notifications, organizes incoming samples into chunks, and publishes them to a Lab Streaming Layer (LSL) outlet for real-time acquisition, synchronization, and visualization in experiments.",蓝牙流式采集设备|实验数据流传输器,表征设备|生命体系|实验室自动化与仪器集成|脑机接口与生理电信号采集|实验仪器数据采集与联机控制|蓝牙流式采集设备|实验数据流传输器
OpenBCI 生物电采集板（LSL流输出）,OpenBCI biosignal acquisition board with LSL streaming,streamer_lsl,streamer_lsl,10,17,auto-begin|auto-change_locations|auto-cleanUp|auto-create_lsl|auto-init_board_settings|auto-initialize_board|auto-send|auto-set_board_settings|auto-start_streaming|auto-stop_streaming,用于初始化和控制 OpenBCI 生物电采集板，并将采集到的多通道数据通过 Lab Streaming Layer（LSL）发布。代码证据显示其可进行串口板卡初始化、默认通道配置、菊花链接入设置、开始/停止采集以及通道位置信息管理，适合脑电等生理信号实验的数据采集与实时流传输。,"Used to initialize and control an OpenBCI biosignal acquisition board and publish multichannel data through Lab Streaming Layer (LSL). The evidence shows serial board initialization, default channel configuration, daisy-module handling, start/stop acquisition, and channel location metadata management, making it suitable for EEG and related biosignal experiments with real-time streaming.",生物电信号采集板|实验数据流传输器,表征设备|生命体系|实验室自动化与仪器集成|脑机接口与生理电信号采集|实验仪器数据采集与联机控制|生物电信号采集板|实验数据流传输器
单路数据流工具,Single-Stream Data Utility,streams_one,streams_one,3,14,auto-logtime|auto-open_data_file|auto-run,用于实验中打开数据文件、记录时间区间并运行单路数据流处理的非实体软件组件。它更像是实验数据采集或流式记录辅助程序，而不是直接控制物理仪器的设备。,"A non-physical software component used in experiments to open data files, record time intervals, and run single-stream data handling. It appears to be a helper for data acquisition or streaming/logging rather than direct control of a physical instrument.",实验数据文件读写器|实验数据流传输器,表征设备|实验数据管理与记录|实验计算与数据处理|追加式实验记录与索引访问|实验数据目录存储与资源管理|实验数据文件读写器|实验数据流传输器
Keithley 2200 系列直流电源,Keithley 2200 Series DC Power Supply,stroboscope,stroboscope,2,9,auto-get_all|auto-get_info,用于实验室电子设备供电与偏置的可编程直流电源。证据显示该驱动通过 VISA 与 Keithley 2200-20-5 等 2200 系列仪器通信，并支持读取设备信息及相关状态参数。,"A programmable DC power supply used in laboratories for powering and biasing electronic devices. The evidence indicates VISA-based communication with a Keithley 2200-20-5 or related 2200 series instrument, with support for reading device identity and relevant status parameters.",可编程直流电源|VISA消息式仪器,实验执行&合成设备|电子与电气测试|实验供电与能源管理|电源与电池测试|电子器件供电与台架测试|可编程直流电源|VISA消息式仪器
仪器服务器订阅客户端,Instrument Server Subscription Client,sub_client,sub_client,24,64,auto-add_parameter|auto-askServer|auto-call|auto-close_instrument|auto-connect|auto-disconnect|auto-find_or_create_instrument|auto-getBluePrint|auto-getParamDict|auto-get_instrument|auto-get_parameters|auto-get_snapshot|auto-initKwargsFromBluePrint|auto-invalidateBlueprint|auto-list_instruments|auto-load_parameters|auto-paramsFromFile|auto-paramsToFile|auto-remove_parameter|auto-save_parameters|auto-setParameters|auto-set_parameters|auto-stop|auto-update,这是一个非实体的软件客户端组件，用于实验控制系统中连接远程仪器服务器、订阅实时参数更新，并通过代理对象访问远程仪器、模块和参数。它主要用于参数监视、快照获取、远程调用以及参数配置的保存与加载，而不是直接驱动物理仪器硬件。,"This is a non-physical software client component for connecting to a remote instrument server, subscribing to real-time parameter updates, and accessing remote instruments, modules, and parameters through proxy objects. It is mainly used for parameter monitoring, snapshot retrieval, remote calls, and saving/loading parameter configurations, rather than directly controlling physical hardware.",远程代理组件|远程实验控制客户端,实验执行&合成设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|分布式实验控制与远程过程调用|远程代理组件|远程实验控制客户端
Sutter线性定位器,Sutter Linear Positioner,sutter_device,sutter_device,11,20,auto-doGetPosition|auto-doHome|auto-doInitializeDevice|auto-doMoveBy|auto-doMoveTo|auto-doShutdownDevice|auto-positionInMicrosteps|auto-processInputBuffers|auto-readReply|auto-sendCommandBytes|auto-work,用于实验中对样品、探针或光学部件进行微步级线性定位的 Sutter 运动装置。该设备支持设备初始化与关闭、命令收发、位置读取、绝对/相对移动以及回零操作。,"A Sutter motion device used for microstep-resolution linear positioning of samples, probes, or optical components in laboratory experiments. It supports initialization and shutdown, command/reply communication, position readback, absolute/relative moves, and homing.",电动直线位移台,实验执行&合成设备|精密定位与运动控制|样品/探针定位与运动控制|电动直线位移台
合成轴仿真组件,Synthetic Axis Simulation Component,syn_axis,syn_axis,36,128,auto-check_value|auto-clear_sub|auto-collect|auto-collect_asset_docs|auto-complete|auto-describe|auto-describe_collect|auto-describe_configuration|auto-enum_strs|auto-exposure_time|auto-forward|auto-get|auto-get_file_list|auto-hints|auto-inverse|auto-kickoff|auto-limits|auto-position|auto-precision|auto-put|auto-read|auto-read_configuration|auto-set|auto-sim_put|auto-sim_set_enum_strs|auto-sim_set_func|auto-sim_set_limits|auto-sim_set_putter|auto-stage|auto-start_simulation|auto-subscribe|auto-timestamp|auto-trigger|auto-unstage|auto-unsubscribe|auto-unsubscribe_all,这是一个非物理的软件模拟组件，源自 ophyd 的 sim 模块。其核心类 SynAxis 用于模拟一维可设定轴，例如位置轴或温度轴，并可配合合成信号、周期更新、伪 EPICS 信号和简单扫描/采集接口，用于实验控制程序、扫描流程和数据采集逻辑的测试与演示。,"This is a non-physical software simulation component derived from ophyd's sim module. Its core class, SynAxis, simulates a settable 1D axis such as position or temperature, and can be used with synthetic signals, periodic updates, fake EPICS-like signals, and simple scan/acquisition interfaces for testing and demonstrating experiment control, scan plans, and data acquisition logic.",通用实验设备占位器,实验执行&合成设备|实验室自动化与仪器集成|实验计算与数据处理|实验设备模拟与流程调试|实验仪器数据采集与联机控制|通用实验设备占位器
同步 Unix 套接字客户端,Synchronous Unix Socket Client,sync_unix_client,sync_unix_client,6,13,auto-close|auto-connect|auto-is_connected|auto-recv_message|auto-send_and_receive|auto-send_message,用于实验软件系统中的非物理通信组件，通过 Unix 域套接字与本机服务进程建立同步连接、发送消息并接收响应，适合本地控制服务、进程间通信和命令转发场景。,"A non-physical communication component used in laboratory software systems. It establishes synchronous connections to a local service process over a Unix domain socket, sends messages, and receives responses for local control services, inter-process communication, and command forwarding.",通用字节流仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|通用字节流仪器通信接口
NI-DAQmx 系统管理组件,NI-DAQmx System Manager,system,system,24,34,auto-add_cdaq_sync_connection|auto-are_configured_cdaq_sync_ports_disconnected|auto-auto_configure_cdaq_sync_connections|auto-connect_terms|auto-devices|auto-disconnect_terms|auto-driver_version|auto-get_analog_power_up_states|auto-get_analog_power_up_states_with_output_type|auto-get_digital_logic_family_power_up_state|auto-get_digital_power_up_states|auto-get_digital_pull_up_pull_down_states|auto-global_channels|auto-local|auto-remote|auto-remove_cdaq_sync_connection|auto-scales|auto-set_analog_power_up_states|auto-set_analog_power_up_states_with_output_type|auto-set_digital_logic_family_power_up_state|auto-set_digital_power_up_states|auto-set_digital_pull_up_pull_down_states|auto-tasks|auto-tristate_output_term,这是一个非物理的软件系统管理组件，用于表示和管理 NI-DAQmx 数据采集系统。它用于访问本地或远程 DAQmx 系统、枚举设备与已保存任务/通道/标度，并执行与硬件配置相关的系统级操作，如端子路由、上电默认状态设置以及 cDAQ 同步连接配置。,"This is a non-physical software system management component that represents and manages an NI-DAQmx data acquisition system. It is used to access local or remote DAQmx systems, enumerate devices and persisted tasks/channels/scales, and perform system-level hardware configuration operations such as terminal routing, power-up state configuration, and cDAQ synchronization setup.",实验室仪器枚举器|DAQ系统管理器,实验执行&合成设备|表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|仪器发现与驱动匹配|实验室仪器枚举器|DAQ系统配置与路由管理|DAQ系统管理器
Tango设备通用控制组件,Generic Tango Device Component,tango_device,tango_device,4,14,auto-connect_mock|auto-connect_real|auto-create_children_from_annotations|auto-set_trl,用于在 Tango 控制系统中表示和连接设备资源的通用软件组件，本身不对应单一物理仪器。它基于 Tango 资源定位符（TRL）创建异步设备代理，并可按类注解生成子节点，常用于实验控制软件中组织、连接和测试 Tango 设备对象。,"A general software component for representing and connecting device resources in the Tango control system; it does not correspond to a single physical instrument. It creates an asynchronous device proxy from a Tango resource locator (TRL) and can generate child nodes from class annotations, making it useful for organizing, connecting, and testing Tango device objects in laboratory control software.",远程代理组件,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|远程代理组件
Tango设备连接器,Tango Device Connector,tango_device_connector,tango_device_connector,4,13,auto-connect_mock|auto-connect_real|auto-create_children_from_annotations|auto-set_trl,一个用于实验控制软件的非物理组件，用来依据 Tango 资源定位符连接 Tango 设备服务器，并按类型注解自动创建子设备或信号。它支持真实连接与模拟连接，适合将基于 Tango Controls 的实验仪器统一接入异步控制流程。,"A non-physical software component for laboratory control systems that connects to Tango device servers using a Tango resource locator and can automatically create child devices or signals from annotations. It supports both real and mock connections, helping integrate Tango Controls-based instruments into an asynchronous experiment workflow.",远程代理组件,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|远程代理组件
Tango控制系统代理组件,Tango Control System Proxy,tango_proxy,tango_proxy,19,74,auto-allow_events|auto-datatype_allowed|auto-get|auto-get_config|auto-get_datakey|auto-get_reading|auto-get_setpoint|auto-get_value|auto-get_w_value|auto-has_subscription|auto-poll|auto-put|auto-set_callback|auto-set_converter|auto-set_polling|auto-set_trl|auto-source|auto-subscribe_callback|auto-unsubscribe_callback,这是一个非物理的软件组件，用于在实验控制环境中通过 Tango 资源定位符（TRL）连接属性与命令信号。它提供数值读写、配置与读数获取、事件订阅、轮询参数设置以及数据转换等功能，常用于将实验设备信号接入上层采集、监测和自动化流程。,"This is a non-physical software component used to connect attribute and command signals through Tango Resource Locators (TRLs) in laboratory control environments. It provides value read/write access, configuration and reading retrieval, event subscription, polling setup, and data conversion, and is typically used to integrate experiment device signals into higher-level acquisition, monitoring, and automation workflows.",数据采集与控制接口|远程代理组件,实验执行&合成设备|表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|实验仪器通信与驱动集成|数据采集与控制接口|远程代理组件
并行任务队列,Parallel Task Queue,task_queue,task_queue,16,29,auto-checkTimeouts|auto-cleanup|auto-fileResult|auto-fileResults|auto-getCompletedTask|auto-getNumberOpenTasks|auto-getNumberTasksCompleted|auto-getNumberTasksInProgress|auto-getTask|auto-getTasks|auto-postTask|auto-postTasks|auto-purge|auto-returnCompletedTask|auto-returnCompletedTasks|auto-setPopFcn,这是一个非物理的软件组件，用于实验相关的并行计算与数据处理流程。它负责向工作进程分发任务、接收已完成结果、归档结果，并统计开放、进行中和已完成的任务数量。,"This is a non-physical software component used in experiment-related parallel computation and data-processing workflows. It distributes tasks to workers, receives completed results, files results, and tracks open, in-progress, and completed task counts.",联合实验控制后端,后处理设备|实验计算与数据处理|实验数据管理与记录|分布式实验数据处理|科学数据存储与归档|联合实验控制后端
集群任务工作器,Cluster Task Worker,task_worker,task_worker,4,23,auto-computeLoop|auto-loop_forever|auto-returnLoop|auto-tasksLoop,用于实验数据处理集群的非物理软件组件。它会持续轮询任务队列、获取待处理任务、执行配方型计算流程，并将结果返回到上游队列或服务。,"A non-physical software component for experimental data-processing clusters. It continuously polls task queues, fetches pending jobs, executes recipe-based computation workflows, and returns results to an upstream queue or service.",分布式计算节点,后处理设备|实验计算与数据处理|分布式实验数据处理|分布式计算节点
TC038烘箱温控器,TC038 Oven Temperature Controller,tc038,tc038,7,18,auto-information|auto-monitored_quantity|auto-monitored_value|auto-query|auto-sendcmd|auto-setpoint|auto-temperature,用于 HCP TC038 实验室烘箱的温度控制与状态读取，可读取当前温度、设置温度设定值、配置监视寄存器并查询设备信息，适用于烘箱加热过程的温度调节与监测。,"Temperature control and status interface for the HCP TC038 laboratory oven. It can read the current temperature, set the temperature setpoint, configure monitored registers, and query device information for oven heating control and monitoring.",温度控制器,实验执行&合成设备|后处理设备|环境控制与稳定性测试|过程控制与工业仪表实验|外接设备恒温控制|热管理与温升监测|热处理工艺研发|温度控制器
TC038D烘箱温控器,TC038D Oven Temperature Controller,tc038_d,tc038_d,5,14,auto-CRC16|auto-readRegister|auto-setpoint|auto-temperature|auto-writeMultiple,用于控制HCP TC038D烘箱的温度控制器，可通过Modbus原始字节通信读取寄存器、写入参数、设置温度设定值并监测当前温度，适用于实验中的加热与恒温控制。,"A temperature controller for the HCP TC038D oven. It communicates via Modbus raw bytes to read registers, write parameters, set the temperature setpoint, and monitor the current temperature for laboratory heating and temperature regulation.",温度控制器,实验执行&合成设备|后处理设备|环境控制与稳定性测试|过程控制与工业仪表实验|外接设备恒温控制|热管理与温升监测|热处理工艺研发|温度控制器
TC200温度控制器,TC200 Temperature Controller,tc200,tc200,14,26,auto-beta|auto-d|auto-degrees|auto-enable|auto-i|auto-max_power|auto-max_temperature|auto-mode|auto-name|auto-p|auto-pid|auto-sensor|auto-status|auto-temperature_set,Thorlabs TC200 是一款实验室温度控制器，用于驱动加热元件输出电压、读取热敏电阻温度，并通过 PID 调节将温度稳定在设定值。适用于样品加热、光学或机电实验中的温度稳定与热管理。,"The Thorlabs TC200 is a laboratory temperature controller that drives a heating element, reads temperature from a thermistor, and uses PID regulation to hold the temperature at a setpoint. It is used for sample heating, thermal stabilization, and temperature management in optical or electromechanical experiments.",温度控制器,实验执行&合成设备|环境控制与稳定性测试|光学与光谱实验|外接设备恒温控制|热管理与温升监测|温度控制器
通用 TCP 客户端组件,Generic TCP Client Component,tcp_client,tcp_client,1,32,auto-close,一个非物理的软件通信组件，用于实验系统中通过 TCP 与工业控制设备建立、维护并在断线后重连异步网络连接。,"A non-physical software communication component used in laboratory systems to establish, maintain, and reconnect asynchronous TCP connections to industrial control devices.",通用字节流仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|过程控制与工业仪表实验|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|通用字节流仪器通信接口
TCP值客户端,TCP Value Client,tcp_client_value,tcp_client_value,5,43,auto-is_connected|auto-read|auto-reset|auto-run|auto-shutdown,这是一个非物理的软件组件，通过 TCP 在局域网中连接值服务端并读取远程发送的数据。它适用于实验系统之间传递传感器读数、控制量或状态值，而不是直接控制某一台具体实验仪器。,"This is a non-physical software component that connects to a value server over TCP on a local network and reads remotely transmitted data. It is used to pass sensor readings, control values, or status values between experiment systems rather than directly controlling a specific laboratory instrument.",通用字节流仪器通信接口,实验执行&合成设备|表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|仪表读数与状态监测|通用字节流仪器通信接口
TCP 端口映射客户端,TCP Port Mapper Client,tcp_port_mapper_client,tcp_port_mapper_client,37,80,auto-addpackers|auto-call_0|auto-callit|auto-do_call|auto-dump|auto-forkingloop|auto-forksession|auto-get_port|auto-handle|auto-handle_0|auto-loop|auto-make_call|auto-mkcred|auto-mkverf|auto-my_reply_handler|auto-pack_auth|auto-pack_auth_unix|auto-pack_call_args|auto-pack_callheader|auto-pack_mapping|auto-pack_pmaplist|auto-pack_replyheader|auto-register|auto-session|auto-set|auto-set_reply_handler|auto-set_timeout|auto-start_call|auto-turn_around|auto-unpack_auth|auto-unpack_call_result|auto-unpack_callheader|auto-unpack_mapping|auto-unpack_pmaplist|auto-unpack_replyheader|auto-unregister|auto-unset,这是一个非物理的软件组件，用于基于 TCP 的 RPC 端口映射通信。在实验系统中，它负责封装与解析 RPC/XDR 报文、查询或注册服务端口，并协助客户端通过端口映射器定位网络服务，而不是直接控制某台实验仪器。,"This is a non-physical software component for TCP-based RPC port-mapper communication. In lab systems, it packs and unpacks RPC/XDR messages, queries or registers service ports, and helps clients locate network services through a port mapper rather than directly controlling a physical instrument.",仪器服务发现客户端,实验执行&合成设备|实验室自动化与仪器集成|网络化仪器服务发现与端口映射|实验仪器通信与驱动集成|仪器服务发现客户端
TCP原始通信组件,TCP Raw Communication Component,tcp_raw_driver,tcp_raw_driver,5,13,auto-finalize|auto-initialize|auto-is_open|auto-raw_recv|auto-raw_send,这是一个非物理的软件通信组件，用作通过 TCP 与实验室仪器建立网络连接的通用基类。它负责初始化和关闭套接字连接、检查连接是否打开，以及发送和接收原始字节数据，适合为基于网络协议的仪器驱动提供底层通信能力。,"This is a non-physical software communication component that serves as a generic base class for connecting to laboratory instruments over TCP. It handles socket initialization and shutdown, checks whether the connection is open, and sends and receives raw byte data, providing low-level transport functionality for network-based instrument drivers.",通用字节流仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|通用字节流仪器通信接口
TCP数据采样进程,TCP Sampler Process,tcp_sampler,tcp_sampler,11,24,auto-close_file|auto-createConnection|auto-enable|auto-get_useful_packets|auto-init_new_process|auto-outfile_name|auto-post_run|auto-pre_run|auto-record|auto-run|auto-stopRaw2Disk,一个非物理的软件采样组件，用于在实验数据采集链路中通过 TCP 接收数据包、提取有用报文内容、缓存原始数据，并可选择将数据写入磁盘。它更像是面向测试或数据传输基准比较的进程式采样工具，而不是直接控制某台实体仪器。,"A non-physical software sampling component used in laboratory data-acquisition pipelines to receive packets over TCP, extract useful packet content, buffer raw data, and optionally record data to disk. It appears to be a process-based sampler intended for testing or TCP/UDP transfer benchmarking rather than direct control of a physical instrument.",网络化数据采集仪,表征设备|实验数据管理与记录|实验计算与数据处理|实验仪器数据采集与联机控制|追加式实验记录与索引访问|网络化数据采集仪
TCP数值服务组件,TCP Value Serving Component,tcp_serve_value,tcp_serve_value,3,43,auto-run|auto-send|auto-shutdown,一个非物理的软件网络组件，用于在本地网络上通过 TCP 对外提供数值或消息，便于实验系统中的不同进程或设备之间共享实时数据。,"A non-physical software networking component that serves values or messages over TCP on a local network, enabling real-time data sharing between processes or devices in an experimental system.",系统状态监测伪设备,实验执行&合成设备|实验室自动化与仪器集成|实验数据管理与记录|实验仪器数据采集与联机控制|过程变量监测与日志记录|系统状态监测伪设备
TCP/IP网络连接适配器,TCP/IP Connection Adapter,tcpip_connection,tcpip_connection,6,33,auto-close_connection|auto-connection_listener|auto-is_connection_open|auto-open_connection|auto-receive|auto-transmit,非物理软件组件，用于实验控制软件通过套接字与仪器或网络服务建立TCP/IP通信。它负责打开和关闭连接、监听传入数据、发送与接收消息，以及检查连接是否仍然可用。,"A non-physical software component that enables laboratory control software to communicate with instruments or network services over a TCP/IP socket. It handles opening and closing the connection, listening for incoming data, transmitting and receiving messages, and checking whether the connection is still available.",通用字节流仪器通信接口,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|实验仪器数据采集与联机控制|通用字节流仪器通信接口
