device,registry_key,short_description,categories,tags,action_count,atom_actions,action_titles,function_count,info_txt
rt__backend__active,rt__backend__active,RT Measurement Backend (Active)是一款表征设备，主要功能包括停止、加热、参数配置、启动、扫描、日志记录。,表征设备,表征设备(experimental_step),14,auto-configure_instruments|auto-connect|auto-create_widgets|auto-get_measurement|auto-get_temperature|auto-log|auto-set_heater_range|auto-set_setpoint|auto-set_ui_state|auto-setup_styles|auto-shutdown|auto-start_experiment|auto-start_ramp|auto-stop_experiment,configure_instruments|connect|create_widgets|get_measurement|get_temperature|log|set_heater_range|set_setpoint|set_ui_state|setup_styles|shutdown|start_experiment|start_ramp|stop_experiment,36,Uni-Lab-OS/community_drivers/rt__backend__active/info.txt
rt__backend__passive,rt__backend__passive,RT Measurement Backend (Passive)是一款表征设备，主要功能包括停止、参数配置、启动、扫描、日志记录、测量。,表征设备,表征设备(experimental_step),10,auto-configure_instruments|auto-connect|auto-create_widgets|auto-get_measurement|auto-log|auto-set_ui_state|auto-setup_styles|auto-shutdown|auto-start_experiment|auto-stop_experiment,configure_instruments|connect|create_widgets|get_measurement|log|set_ui_state|setup_styles|shutdown|start_experiment|stop_experiment,28,Uni-Lab-OS/community_drivers/rt__backend__passive/info.txt
rtde,rtde,Real-Time Data Exchange Protocol是由Universal Robots生产的机械臂，主要功能包括启动、设备连接、设置。,机械臂,机械臂(device_template_tag),13,auto-connect|auto-disconnect|auto-get_controller_version|auto-has_data|auto-is_connected|auto-negotiate_protocol_version|auto-receive|auto-send|auto-send_input_setup|auto-send_message|auto-send_output_setup|auto-send_pause|auto-send_start,connect|disconnect|get_controller_version|has_data|is_connected|negotiate_protocol_version|receive|send|send_input_setup|send_message|send_output_setup|send_pause|send_start,30,Uni-Lab-OS/community_drivers/rtde/info.txt
rtde_urx,rtde_urx,UR Robot RTDE Interface是由Universal Robots生产的专业实验设备。,机械臂,机械臂(device_template_tag),8,auto-angle_antipodal_grasp|auto-close_gripper|auto-initialize|auto-list_to_setp|auto-movel|auto-open_gripper|auto-setp_to_list|auto-wait,angle_antipodal_grasp|close_gripper|initialize|list_to_setp|movel|open_gripper|setp_to_list|wait,11,Uni-Lab-OS/community_drivers/rtde_urx/info.txt
rto1024_scope,rto1024_scope,R&S RTO1024 4-Channel Oscilloscope是由Rohde & Schwarz生产的表征设备，主要功能包括测量。,表征设备,表征设备(experimental_step),2,auto-measure_trace|auto-prepare_measurement,measure_trace|prepare_measurement,3,Uni-Lab-OS/community_drivers/rto1024_scope/info.txt
rto_scope,rto_scope,R&S RTO Series Real-Time Oscilloscope是由Rohde & Schwarz生产的表征设备，主要功能包括加载、参数配置、启动、校准、绘图、触发。,表征设备,表征设备(experimental_step),49,auto-awg_dio_snapshot|auto-calibrate_dio_protocol|auto-configure_awg_file|auto-configure_awg_string|auto-connect_device|auto-connect_server|auto-dio_snapshot|auto-dio_testmode|auto-direct|auto-do_get_screenshot|auto-do_single_shot|auto-extclk|auto-features|auto-find|auto-finds|auto-get_channel_data|auto-getd|auto-geti|auto-getv|auto-idn|auto-is_averaging_complete|auto-load_settings|auto-mode|auto-off|auto-on|auto-onOffMultiple|auto-poll|auto-read_scope|auto-reconnect|auto-restart|auto-sampleclk|auto-set_average_count|auto-set_averaging|auto-set_channel_scale|auto-set_format_real|auto-set_maximum_rate|auto-set_time_scale|auto-set_trigger_coupling|auto-set_trigger_ext|auto-set_trigger_level|auto-set_trigger_mode|auto-set_trigger_slope|auto-set_trigger_src|auto-setd|auto-seti|auto-setv|auto-subs|auto-sync|auto-unsubs,awg_dio_snapshot|calibrate_dio_protocol|configure_awg_file|configure_awg_string|connect_device|connect_server|dio_snapshot|dio_testmode|direct|do_get_screenshot|do_single_shot|extclk|features|find|finds|get_channel_data|getd|geti|getv|idn|is_averaging_complete|load_settings|mode|off|on|onOffMultiple|poll|read_scope|reconnect|restart|sampleclk|set_average_count|set_averaging|set_channel_scale|set_format_real|set_maximum_rate|set_time_scale|set_trigger_coupling|set_trigger_ext|set_trigger_level|set_trigger_mode|set_trigger_slope|set_trigger_src|setd|seti|setv|subs|sync|unsubs,76,Uni-Lab-OS/community_drivers/rto_scope/info.txt
rule,rule,Single object / thread to watch multiple rules,common,,7,auto-cleanup|auto-join|auto-on_data_complete|auto-prepare|auto-push|auto-status|auto-watch,cleanup|join|on_data_complete|prepare|push|status|watch,58,Uni-Lab-OS/community_drivers/rule/info.txt
rule_server,rule_server,RuleServer,rule_server,,9,auto-add_integer_id_rule|auto-bid_on_tasks|auto-handin|auto-inactivate_rule|auto-mark_release_complete|auto-release_rule_tasks|auto-status|auto-stop|auto-task_advertisements,add_integer_id_rule|bid_on_tasks|handin|inactivate_rule|mark_release_complete|release_rule_tasks|status|stop|task_advertisements,32,Uni-Lab-OS/community_drivers/rule_server/info.txt
safe_buffer_access,safe_buffer_access,B.,后处理设备,后处理设备(experimental_step),46,auto-acquire_mutex|auto-batch_mixed_operations|auto-batch_read_values|auto-batch_write_values|auto-error_msg|auto-get_config_file_args_as_map|auto-get_config_path|auto-get_var_count|auto-get_var_info|auto-get_var_list|auto-get_var_size|auto-get_var_sizes_batch|auto-get_var_value|auto-get_var_values_batch|auto-is_valid|auto-read_bool_input|auto-read_bool_memory|auto-read_bool_output|auto-read_byte_input|auto-read_byte_output|auto-read_dint_input|auto-read_dint_memory|auto-read_dint_output|auto-read_int_input|auto-read_int_memory|auto-read_int_output|auto-read_lint_input|auto-read_lint_memory|auto-read_lint_output|auto-release_mutex|auto-set_var_value|auto-set_var_values_batch|auto-write_bool_input|auto-write_bool_memory|auto-write_bool_output|auto-write_byte_input|auto-write_byte_output|auto-write_dint_input|auto-write_dint_memory|auto-write_dint_output|auto-write_int_input|auto-write_int_memory|auto-write_int_output|auto-write_lint_input|auto-write_lint_memory|auto-write_lint_output,acquire_mutex|batch_mixed_operations|batch_read_values|batch_write_values|error_msg|get_config_file_args_as_map|get_config_path|get_var_count|get_var_info|get_var_list|get_var_size|get_var_sizes_batch|get_var_value|get_var_values_batch|is_valid|read_bool_input|read_bool_memory|read_bool_output|read_byte_input|read_byte_output|read_dint_input|read_dint_memory|read_dint_output|read_int_input|read_int_memory|read_int_output|read_lint_input|read_lint_memory|read_lint_output|release_mutex|set_var_value|set_var_values_batch|write_bool_input|write_bool_memory|write_bool_output|write_byte_input|write_byte_output|write_dint_input|write_dint_memory|write_dint_output|write_int_input|write_int_memory|write_int_output|write_lint_input|write_lint_memory|write_lint_output,47,Uni-Lab-OS/community_drivers/safe_buffer_access/info.txt
sc10,sc10,Thorlabs SC10 光闸控制器是由Thorlabs生产的表征设备，主要功能包括使能、数据保存。,表征设备,表征设备(experimental_step),13,auto-baud_rate|auto-default|auto-enable|auto-mode|auto-name|auto-open_time|auto-out_trigger|auto-repeat|auto-restore|auto-save|auto-save_mode|auto-shut_time|auto-trigger,baud_rate|default|enable|mode|name|open_time|out_trigger|repeat|restore|save|save_mode|shut_time|trigger,11,Uni-Lab-OS/community_drivers/sc10/info.txt
scale_backend,scale_backend,精密实验室天平是一款电子天平，主要功能包括归零校准、称量、读取数据。,电子天平,电子天平(device_template_tag),4,auto-get_weight|auto-read_weight|auto-tare|auto-zero,get_weight|read_weight|tare|zero,5,Uni-Lab-OS/community_drivers/scale_backend/info.txt
scaler_ch,scaler_ch,EPICS 定标器通道是由EPICS (Argonne National Lab)生产的电子天平。,电子天平,电子天平(device_template_tag),3,auto-match_name|auto-match_names|auto-select_channels,match_name|match_names|select_channels,8,Uni-Lab-OS/community_drivers/scaler_ch/info.txt
scaler_channel,scaler_channel,Multi Channel Systems Roboocyte2全自动爪蟾卵母细胞电压钳筛选系统驱动（哈佛生物），支持match name/match names/select channels。,表征设备,表征设备(experimental_step),3,auto-match_name|auto-match_names|auto-select_channels,match_name|match_names|select_channels,7,Uni-Lab-OS/community_drivers/scaler_channel/info.txt
scan_db,scan_db,Scan Database 扫描数据库管理模块是由聚擘国际贸易（上海）有限公司生产的专业实验设备。,表征设备,表征设备(experimental_step),92,auto-add_command|auto-add_common_commands|auto-add_counter|auto-add_detector|auto-add_extrapv|auto-add_instrument|auto-add_macro|auto-add_positioner|auto-add_pv|auto-add_row_attr|auto-add_scandata|auto-add_scandef|auto-add_slewpositioner|auto-add_slewscanstatus|auto-append_scandata|auto-cancel_command|auto-cancel_remaining_commands|auto-check_hostpid|auto-clear_scandata|auto-clear_slewscanstatus|auto-commit|auto-connect_pvs|auto-create_newdb|auto-del_counter|auto-del_detector|auto-del_extrapv|auto-del_positioner|auto-del_scandef|auto-del_slewpositioner|auto-get_all_instruments|auto-get_command_status|auto-get_commands|auto-get_common_commands|auto-get_config|auto-get_config_id|auto-get_counter|auto-get_counters|auto-get_current_command|auto-get_current_command_id|auto-get_detector|auto-get_detectorconfig|auto-get_detectorconfigs|auto-get_detectors|auto-get_extrapv|auto-get_extrapvs|auto-get_instrument|auto-get_macro|auto-get_mostrecent_command|auto-get_position|auto-get_position_vals|auto-get_positioner|auto-get_positioners|auto-get_positionlist|auto-get_positions|auto-get_pv|auto-get_pvrow|auto-get_scandata|auto-get_scandef|auto-get_scandict|auto-get_slewpositioner|auto-get_slewpositioners|auto-get_slewscanstatus|auto-getrow|auto-last_slewscan_status|auto-make_pvmap|auto-make_scan|auto-read_slewscan_status|auto-remove_all_positions|auto-remove_instrument|auto-remove_position|auto-rename_position|auto-rename_scandef|auto-replace_command|auto-restore_complete|auto-restore_position|auto-resubmit_command|auto-save_current_position|auto-save_position|auto-set_command_filename|auto-set_command_output|auto-set_command_run_order|auto-set_command_status|auto-set_config|auto-set_detectorconfig|auto-set_filename|auto-set_hostpid|auto-set_message|auto-set_scandata|auto-set_workdir|auto-test_abort|auto-use_detector|auto-wait_for_pause,add_command|add_common_commands|add_counter|add_detector|add_extrapv|add_instrument|add_macro|add_positioner|add_pv|add_row_attr|add_scandata|add_scandef|add_slewpositioner|add_slewscanstatus|append_scandata|cancel_command|cancel_remaining_commands|check_hostpid|clear_scandata|clear_slewscanstatus|commit|connect_pvs|create_newdb|del_counter|del_detector|del_extrapv|del_positioner|del_scandef|del_slewpositioner|get_all_instruments|get_command_status|get_commands|get_common_commands|get_config|get_config_id|get_counter|get_counters|get_current_command|get_current_command_id|get_detector|get_detectorconfig|get_detectorconfigs|get_detectors|get_extrapv|get_extrapvs|get_instrument|get_macro|get_mostrecent_command|get_position|get_position_vals|get_positioner|get_positioners|get_positionlist|get_positions|get_pv|get_pvrow|get_scandata|get_scandef|get_scandict|get_slewpositioner|get_slewpositioners|get_slewscanstatus|getrow|last_slewscan_status|make_pvmap|make_scan|read_slewscan_status|remove_all_positions|remove_instrument|remove_position|rename_position|rename_scandef|replace_command|restore_complete|restore_position|resubmit_command|save_current_position|save_position|set_command_filename|set_command_output|set_command_run_order|set_command_status|set_config|set_detectorconfig|set_filename|set_hostpid|set_message|set_scandata|set_workdir|test_abort|use_detector|wait_for_pause,98,Uni-Lab-OS/community_drivers/scan_db/info.txt
scan_file,scan_file,Scan File 扫描数据文件管理模块是由聚擘国际贸易（上海）有限公司生产的专业实验设备。,表征设备,表征设备(experimental_step),14,auto-check_writeable|auto-close|auto-flush|auto-get_data|auto-open_for_write|auto-read|auto-write|auto-write_comments|auto-write_data|auto-write_extrapvs|auto-write_legend|auto-write_lines|auto-write_scanparams|auto-write_timestamp,check_writeable|close|flush|get_data|open_for_write|read|write|write_comments|write_data|write_extrapvs|write_legend|write_lines|write_scanparams|write_timestamp,23,Uni-Lab-OS/community_drivers/scan_file/info.txt
scanner_interface,scanner_interface,Scanner Interface是一款实验执行&合成设备，主要功能包括停止、运动控制。,实验执行&合成设备,实验执行&合成设备(experimental_step),2,auto-fileno|auto-send_command,fileno|send_command,30,Uni-Lab-OS/community_drivers/scanner_interface/info.txt
scene,scene,Scene是一款实验执行&合成设备，主要功能包括写入数据、初始化、复位。,实验执行&合成设备,实验执行&合成设备(experimental_step),16,auto-compile|auto-device|auto-entities|auto-env_origins|auto-env_spacing|auto-initialize|auto-num_envs|auto-reset|auto-sensor_context|auto-sensors|auto-spec|auto-terrain|auto-to_zip|auto-update|auto-write|auto-write_data_to_sim,compile|device|entities|env_origins|env_spacing|initialize|num_envs|reset|sensor_context|sensors|spec|terrain|to_zip|update|write|write_data_to_sim,22,Uni-Lab-OS/community_drivers/scene/info.txt
scientifica_control_thread,scientifica_control_thread,Scientifica Control Thread是由Scientifica生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),11,auto-cancel_move|auto-check_objective|auto-check_position|auto-move|auto-quit|auto-run|auto-send_move_command|auto-set_default_speed|auto-set_obj_callback|auto-set_pos_callback|auto-stop,cancel_move|check_objective|check_position|move|quit|run|send_move_command|set_default_speed|set_obj_callback|set_pos_callback|stop,29,Uni-Lab-OS/community_drivers/scientifica_control_thread/info.txt
scila_backend,scila_backend,Scila Automation Module是一款移液工作站，主要功能包括使能、停止、关闭、启动、打开、测量。,移液工作站,移液工作站(device_template_tag),14,auto-deserialize|auto-is_temperature_control_enabled|auto-measure_temperature|auto-request_co2_flow_status|auto-request_drawer_status|auto-request_drawer_statuses|auto-request_liquid_level|auto-request_status|auto-request_target_temperature|auto-request_temperature_information|auto-request_valve_status|auto-serialize|auto-start_temperature_control|auto-stop_temperature_control,deserialize|is_temperature_control_enabled|measure_temperature|request_co2_flow_status|request_drawer_status|request_drawer_statuses|request_liquid_level|request_status|request_target_temperature|request_temperature_information|request_valve_status|serialize|start_temperature_control|stop_temperature_control,23,Uni-Lab-OS/community_drivers/scila_backend/info.txt
scpi,scpi,SCPI Instrument Interface是由Open Standard (SCPI)生产的实验执行&合成设备，主要功能包括使能、写入数据、复位、状态查询、触发、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),22,auto-ask_float|auto-ask_int|auto-bin_block_read|auto-bin_block_write|auto-clear_status|auto-get_error|auto-get_event_status_enable|auto-get_event_status_enable_register|auto-get_identity|auto-get_operation_complete|auto-get_options|auto-get_service_request_enable|auto-get_status_byte|auto-get_system_error_count|auto-get_system_version|auto-get_test_result|auto-operation_complete|auto-reset|auto-service_request_enable|auto-set_event_status_enable|auto-trigger|auto-wait,ask_float|ask_int|bin_block_read|bin_block_write|clear_status|get_error|get_event_status_enable|get_event_status_enable_register|get_identity|get_operation_complete|get_options|get_service_request_enable|get_status_byte|get_system_error_count|get_system_version|get_test_result|operation_complete|reset|service_request_enable|set_event_status_enable|trigger|wait,27,Uni-Lab-OS/community_drivers/scpi/info.txt
scpi__instrument,scpi__instrument,Scpi Instrument是由Open Standard (SCPI)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),15,auto-backend|auto-connected|auto-id|auto-init|auto-instrument|auto-is_connected|auto-port|auto-port_match|auto-query|auto-read|auto-reset|auto-resource_params|auto-rid|auto-value|auto-write,backend|connected|id|init|instrument|is_connected|port|port_match|query|read|reset|resource_params|rid|value|write,34,Uni-Lab-OS/community_drivers/scpi__instrument/info.txt
scpi_device,scpi_device,SCPIDevice,devices|scpi_generic,,85,auto-IDN|auto-abortCommand|auto-calibrateOffsets|auto-checkConnectionPolarity|auto-checkResetStatus|auto-clearState|auto-close|auto-getCurrent|auto-getCurrentMedian|auto-getDataReceiver|auto-getDateTime|auto-getDateTimeStruct|auto-getLineFrequency|auto-getMACAddress|auto-getPotential|auto-getPotentialMedian|auto-getRaiseOnErrorEnabled|auto-getSoftwareInfo|auto-getTemperature|auto-getVoltage|auto-getVoltageMedian|auto-measureCharge|auto-measureDischarge|auto-measureGITT|auto-measureIEStairs|auto-measureOCV|auto-measureOCVScan|auto-measurePITT|auto-measurePolarization|auto-measureProfile|auto-measureRampScanRateForTime|auto-measureRampValueInScanRate|auto-measureRampValueInTime|auto-readDeviceInformations|auto-readState|auto-resetCommand|auto-setAbsoluteTolerance|auto-setAutorangingEnabled|auto-setBandwith|auto-setChargeBreakEnabled|auto-setCoupling|auto-setCurrentParameter|auto-setCurrentRange|auto-setCurrentValue|auto-setDateTime|auto-setFilterFrequency|auto-setGlobalCurrentCheckEnabled|auto-setGlobalLimitCheckToleranceTime|auto-setGlobalVoltageCheckEnabled|auto-setInterpolationEnabled|auto-setLineFrequency|auto-setMaximumCharge|auto-setMaximumCurrentGlobal|auto-setMaximumCurrentParameter|auto-setMaximumShuntIndex|auto-setMaximumTimeParameter|auto-setMaximumVoltageGlobal|auto-setMaximumVoltageParameter|auto-setMinMaxCurrentParameterCheckEnabled|auto-setMinMaxVoltageParameterCheckEnabled|auto-setMinimumCharge|auto-setMinimumCurrentGlobal|auto-setMinimumCurrentParameter|auto-setMinimumShuntIndex|auto-setMinimumTimeParameter|auto-setMinimumVoltageGlobal|auto-setMinimumVoltageParameter|auto-setParameterLimitCheckToleranceTime|auto-setPotentiostatEnabled|auto-setRaiseOnErrorEnabled|auto-setRelativeTolerance|auto-setSamplingFrequency|auto-setScanRateParameter|auto-setShuntIndex|auto-setStepSize|auto-setTimeParameter|auto-setToleranceBreakEnabled|auto-setVoltageParameter|auto-setVoltageParameterRelation|auto-setVoltageRange|auto-setVoltageRangeIndex|auto-setVoltageRelation|auto-setVoltageValue|auto-switchToEPCControl|auto-switchToEPCControlWithoutPotentiostatStateChange,IDN|abortCommand|calibrateOffsets|checkConnectionPolarity|checkResetStatus|clearState|close|getCurrent|getCurrentMedian|getDataReceiver|getDateTime|getDateTimeStruct|getLineFrequency|getMACAddress|getPotential|getPotentialMedian|getRaiseOnErrorEnabled|getSoftwareInfo|getTemperature|getVoltage|getVoltageMedian|measureCharge|measureDischarge|measureGITT|measureIEStairs|measureOCV|measureOCVScan|measurePITT|measurePolarization|measureProfile|measureRampScanRateForTime|measureRampValueInScanRate|measureRampValueInTime|readDeviceInformations|readState|resetCommand|setAbsoluteTolerance|setAutorangingEnabled|setBandwith|setChargeBreakEnabled|setCoupling|setCurrentParameter|setCurrentRange|setCurrentValue|setDateTime|setFilterFrequency|setGlobalCurrentCheckEnabled|setGlobalLimitCheckToleranceTime|setGlobalVoltageCheckEnabled|setInterpolationEnabled|setLineFrequency|setMaximumCharge|setMaximumCurrentGlobal|setMaximumCurrentParameter|setMaximumShuntIndex|setMaximumTimeParameter|setMaximumVoltageGlobal|setMaximumVoltageParameter|setMinMaxCurrentParameterCheckEnabled|setMinMaxVoltageParameterCheckEnabled|setMinimumCharge|setMinimumCurrentGlobal|setMinimumCurrentParameter|setMinimumShuntIndex|setMinimumTimeParameter|setMinimumVoltageGlobal|setMinimumVoltageParameter|setParameterLimitCheckToleranceTime|setPotentiostatEnabled|setRaiseOnErrorEnabled|setRelativeTolerance|setSamplingFrequency|setScanRateParameter|setShuntIndex|setStepSize|setTimeParameter|setToleranceBreakEnabled|setVoltageParameter|setVoltageParameterRelation|setVoltageRange|setVoltageRangeIndex|setVoltageRelation|setVoltageValue|switchToEPCControl|switchToEPCControlWithoutPotentiostatStateChange,92,Uni-Lab-OS/community_drivers/scpi_device/info.txt
scpi_device_searcher,scpi_device_searcher,Search for Zahner devices,devices|generic,,8,auto-getCommandInterface|auto-getDataInterface|auto-getMultimeterPort|auto-searchDevices|auto-searchDevicesWithIDN|auto-searchSerialInterfacesWithZahnerVIDPID|auto-searchZahnerDevices|auto-selectDevice,getCommandInterface|getDataInterface|getMultimeterPort|searchDevices|searchDevicesWithIDN|searchSerialInterfacesWithZahnerVIDPID|searchZahnerDevices|selectDevice,11,Uni-Lab-OS/community_drivers/scpi_device_searcher/info.txt
scpi_function_generator,scpi_function_generator,Physik Instrumente Scpi Function Generator 仪器是由Physik Instrumente (PI)生产的表征设备。,表征设备,表征设备(experimental_step),4,auto-frequency|auto-function|auto-offset|auto-phase,frequency|function|offset|phase,5,Uni-Lab-OS/community_drivers/scpi_function_generator/info.txt
scpi_functional,scpi_functional,Physik Instrumente Scpi Functional是由Physik Instrumente (PI)生产的实验执行&合成设备，主要功能包括扫描、测量。,实验执行&合成设备,实验执行&合成设备(experimental_step),17,auto-MEASure_3DB|auto-MEASure_AM|auto-MEASure_CHPOW|auto-MEASure_FM|auto-MEASure_HARMonic|auto-MEASure_LINEar|auto-MEASure_OFF|auto-MEASure_OIP3|auto-MEASure_PhaseNOISe|auto-MEASure_SNR|auto-MEASure_THD|auto-convert_scpi_to_usb|auto-get_device|auto-scan_raw|auto-selftest|auto-send|auto-take_screenshot,MEASure_3DB|MEASure_AM|MEASure_CHPOW|MEASure_FM|MEASure_HARMonic|MEASure_LINEar|MEASure_OFF|MEASure_OIP3|MEASure_PhaseNOISe|MEASure_SNR|MEASure_THD|convert_scpi_to_usb|get_device|scan_raw|selftest|send|take_screenshot,19,Uni-Lab-OS/community_drivers/scpi_functional/info.txt
scpi_multimeter,scpi_multimeter,Physik Instrumente Scpi Multimeter 仪器 万用表是由Physik Instrumente (PI)生产的专业实验设备。,表征设备,表征设备(experimental_step),11,auto-input_range|auto-measure|auto-mode|auto-relative|auto-resolution|auto-sample_count|auto-sample_source|auto-sample_timer|auto-trigger_count|auto-trigger_delay|auto-trigger_mode,input_range|measure|mode|relative|resolution|sample_count|sample_source|sample_timer|trigger_count|trigger_delay|trigger_mode,13,Uni-Lab-OS/community_drivers/scpi_multimeter/info.txt
sdk_wrapper,sdk_wrapper,Wrapper for Linkam SDK,generic,,8,auto-close|auto-connect|auto-connect_serial|auto-connect_usb|auto-open|auto-process_message|auto-process_message_str|auto-set_logging_level,close|connect|connect_serial|connect_usb|open|process_message|process_message_str|set_logging_level,19,Uni-Lab-OS/community_drivers/sdk_wrapper/info.txt
sdm630,sdm630,Sdm630，由Eastron提供的设备驱动，用于实验室自动化控制与数据采集。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,auto-read_coroutine,read_coroutine,4,Uni-Lab-OS/community_drivers/sdm630/info.txt
sealer,sealer,自动封膜仪是一款封膜仪，主要功能包括关闭、打开、温度设置、温度读取。,封膜仪,封膜仪(device_template_tag),5,auto-close|auto-get_temperature|auto-open|auto-seal|auto-set_temperature,close|get_temperature|open|seal|set_temperature,6,Uni-Lab-OS/community_drivers/sealer/info.txt
sealer_backend,sealer_backend,Plate Sealer (Backend) 后端模块是一款封膜仪，主要功能包括关闭、打开、温度设置、温度读取。,封膜仪,封膜仪(device_template_tag),3,auto-get_temperature|auto-seal|auto-set_temperature,get_temperature|seal|set_temperature,6,Uni-Lab-OS/community_drivers/sealer_backend/info.txt
seeed_bus,seeed_bus,Seeed BUS是由Seeed Studio生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),6,auto-fileno|auto-flush_buffer|auto-init_frame|auto-send|auto-shutdown|auto-status_frame,fileno|flush_buffer|init_frame|send|shutdown|status_frame,9,Uni-Lab-OS/community_drivers/seeed_bus/info.txt
seekable,seekable,Seekable是一款实验执行&合成设备，主要功能包括关闭、写入数据、启动、记录、读取数据、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),10,auto-close|auto-has_content|auto-lines|auto-read_from|auto-readline|auto-seek_end_of_file|auto-seek_line_start|auto-truncate_until_end|auto-update_line|auto-writeline,close|has_content|lines|read_from|readline|seek_end_of_file|seek_line_start|truncate_until_end|update_line|writeline,46,Uni-Lab-OS/community_drivers/seekable/info.txt
sensicam,sensicam,Sensicam是PCO AG提供的相机/图像采集设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),21,auto-bel_time|auto-binning|auto-coc|auto-coc_time|auto-delay_time|auto-exp_time|auto-expose|auto-exposure_time|auto-finalize|auto-image_size|auto-image_status|auto-initialize|auto-mode|auto-read_out|auto-roi|auto-run_coc|auto-status|auto-stop_coc|auto-table|auto-take_image|auto-trigger,bel_time|binning|coc|coc_time|delay_time|exp_time|expose|exposure_time|finalize|image_size|image_status|initialize|mode|read_out|roi|run_coc|status|stop_coc|table|take_image|trigger,30,Uni-Lab-OS/community_drivers/sensicam/info.txt
sensirion_bridge_i2_c_device,sensirion_bridge_i2_c_device,Sensirion Bridge I2 C Device是由Sensirion AG生产的实验执行&合成设备，主要功能包括关闭、初始化。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-close|auto-init|auto-power_off|auto-power_on|auto-printInformation,close|init|power_off|power_on|printInformation,9,Uni-Lab-OS/community_drivers/sensirion_bridge_i2_c_device/info.txt
sensirion_ekh4,sensirion_ekh4,Sensirion Ekh4是由Sensirion AG生产的实验执行&合成设备，主要功能包括初始化、温度读取。,实验执行&合成设备,实验执行&合成设备(experimental_step),4,auto-get_dew_point|auto-get_humidity|auto-get_temperature|auto-init,get_dew_point|get_humidity|get_temperature|init,10,Uni-Lab-OS/community_drivers/sensirion_ekh4/info.txt
sensirion_sensor_bridge,sensirion_sensor_bridge,Sensirion Sensor Bridge是由Sensirion AG生产的专业实验设备。,表征设备,表征设备(experimental_step),7,auto-close|auto-disable_i2c_device|auto-init|auto-print_i2c_device_information|auto-read_i2c|auto-setup_i2c_device|auto-write_i2c,close|disable_i2c_device|init|print_i2c_device_information|read_i2c|setup_i2c_device|write_i2c,9,Uni-Lab-OS/community_drivers/sensirion_sensor_bridge/info.txt
sensirion_sht85,sensirion_sht85,Sensirion Sht85是由Sensirion AG生产的实验执行&合成设备，主要功能包括使能、初始化、加热、复位、温度读取、禁用。,实验执行&合成设备,实验执行&合成设备(experimental_step),16,auto-asynchronous|auto-disable_heater|auto-enable_heater|auto-get_dew_point|auto-get_humidity|auto-get_temperature|auto-get_temperature_and_humidity|auto-init|auto-is_heater_on|auto-read|auto-read_asynchronous|auto-read_synchronous|auto-reset_sensor|auto-start_asynchronous_read|auto-stop_asynchronous_read|auto-to_dew_point,asynchronous|disable_heater|enable_heater|get_dew_point|get_humidity|get_temperature|get_temperature_and_humidity|init|is_heater_on|read|read_asynchronous|read_synchronous|reset_sensor|start_asynchronous_read|stop_asynchronous_read|to_dew_point,21,Uni-Lab-OS/community_drivers/sensirion_sht85/info.txt
sensor_polling_thread,sensor_polling_thread,Sensor Polling Thread是一款实验执行&合成设备，主要功能包括复位、读取数据、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),6,auto-alive|auto-read|auto-read_load_buffer|auto-reset_load_buffer|auto-run|auto-terminate,alive|read|read_load_buffer|reset_load_buffer|run|terminate,7,Uni-Lab-OS/community_drivers/sensor_polling_thread/info.txt
seq_gen,seq_gen,FPGA Sequencer Generator是一款实验执行&合成设备，主要功能包括停止、初始化、启动、复位、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-init|auto-is_done|auto-reset|auto-set_clk_divide|auto-set_data|auto-set_en_ext_start|auto-set_nested_repeat|auto-set_nested_start|auto-set_nested_stop|auto-set_repeat|auto-set_repeat_start|auto-set_size|auto-set_wait|auto-start,init|is_done|reset|set_clk_divide|set_data|set_en_ext_start|set_nested_repeat|set_nested_start|set_nested_stop|set_repeat|set_repeat_start|set_size|set_wait|start,28,Uni-Lab-OS/community_drivers/seq_gen/info.txt
serial,serial,Serial是由Open Standard生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-close|auto-init|auto-query|auto-read|auto-write,close|init|query|read|write,7,Uni-Lab-OS/community_drivers/serial/info.txt
serial_bus,serial_bus,Serial BUS是由Open Standard生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),3,auto-fileno|auto-send|auto-shutdown,fileno|send|shutdown,6,Uni-Lab-OS/community_drivers/serial_bus/info.txt
serial_client,serial_client,Serial Client是由Open Standard生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,auto-close,close,26,Uni-Lab-OS/community_drivers/serial_client/info.txt
serial_command_interface,serial_command_interface,Class which implements the command interface,generic,,2,auto-sendStringAndWaitForReplyString|auto-waitForReplyString,sendStringAndWaitForReplyString|waitForReplyString,19,Uni-Lab-OS/community_drivers/serial_command_interface/info.txt
