name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags,source_file,matched_life_science_tags,matched_tag_confidences,confidence,confidence_refined
PI E-816压电定位控制器,PI E-816 Piezo Positioning Controller,piezo_e816_t,piezo_e816_t,16,39,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetFirmwareVersion|auto-GetMax|auto-GetMin|auto-GetPos|auto-GetPosXY|auto-GetTargetPos|auto-MoveInDir|auto-MoveRel|auto-MoveTo|auto-OnTarget|auto-ReInit|auto-SetDriftCompensation|auto-close,用于驱动压电定位平台或压电执行器的精密运动控制器。该设备通过串口进行位置查询与运动控制，支持单通道或XY通道的位置读取、绝对/相对移动、到位状态检查、漂移补偿、行程范围查询和固件版本读取，常用于显微镜纳米定位、对焦或样品精密扫描。,"A precision motion controller for driving a piezo positioning stage or piezo actuator. It communicates over a serial interface and supports position readback, absolute and relative moves, XY motion, on-target status checks, drift compensation, travel range queries, and firmware version retrieval. It is commonly used for microscope nanopositioning, focus control, and fine sample scanning.",位置控制器|压电定位控制器,表征设备|精密定位与运动控制|智慧表征与检测中心|显微成像与光学显微实验|样品/探针定位与运动控制|位置控制器|压电定位控制器,_aggregate_device_info_output.csv,显微成像与光学显微实验|样品/探针定位与运动控制|位置控制器,medium|medium|low,medium,medium
PI E-816B 压电定位控制器,PI E-816B Piezo Positioning Controller,piezo_e816b,piezo_e816b,7,14,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetMax|auto-GetMin|auto-GetPos|auto-MoveTo,用于控制压电定位器或压电位移台的精密位置移动与读回，提供绝对移动、当前位置查询和行程范围查询，适合显微成像、精密扫描与对焦定位等实验场景。,"A piezo positioning controller used to drive and read back a piezo actuator or piezo stage. It supports absolute moves, current position queries, and travel-range queries for microscopy, precision scanning, and focus positioning experiments.",位置控制器|压电定位控制器,表征设备|精密定位与运动控制|智慧表征与检测中心|显微成像与光学显微实验|样品/探针定位与运动控制|位置控制器|压电定位控制器,_aggregate_device_info_output.csv,显微成像与光学显微实验|样品/探针定位与运动控制|位置控制器,medium|medium|low,medium,medium
PhoxX 二极管激光器,PhoxX diode laser,phoxx_laser,phoxx_laser,8,23,auto-Close|auto-GetOutputmW|auto-GetPower|auto-GetStatusText|auto-IsOn|auto-SetPower|auto-TurnOff|auto-TurnOn,PhoxX 是 Omicron-Laserage 的 OEM 二极管激光器系列，可提供可调激光输出并支持高速调制，常用于显微成像、荧光激发和光学检测系统。,"PhoxX is an OEM diode-laser series from Omicron-Laserage, offering controllable laser output and high-speed modulation for microscopy, fluorescence excitation, and optical instrumentation.",二极管激光器|实验室激光光源,实验执行&合成设备|光学与光谱实验|激光激发与光谱测量|显微成像与光学显微实验|二极管激光器|实验室激光光源,_aggregate_device_info_output.csv,显微成像与光学显微实验|二极管激光器,medium|low,medium,medium
Prior弧光灯快门,Prior Arc Lamp Shutter,priorarclampshutter,priorarclampshutter,4,11,auto-GetName|auto-IsOn|auto-TurnOff|auto-TurnOn,用于控制Prior弧光灯照明光路的快门，在显微和光学实验中实现照明的开启、关闭与状态查询，以便允许或阻断光线照射样品。,"A shutter used to control the illumination path of a Prior arc lamp. In microscopy and optical experiments, it is used to enable or block lamp light and to query the shutter state.",显微照明快门,表征设备|光学与光谱实验|显微成像与光学显微实验|显微照明快门,_aggregate_device_info_output.csv,显微成像与光学显微实验|显微照明快门,medium|medium,medium,medium
Prior Lumen显微照明光源,Prior Lumen Illumination Source,prior_lumen,prior_lumen,3,11,auto-IsOn|auto-TurnOff|auto-TurnOn,用于显微成像系统的照明光源，驱动中主要提供光源开关与状态查询功能。代码说明其借用激光器界面控件进行操作，但实际对象更像是可开关的显微照明光源而非激光器。,"An illumination source used in a microscopy imaging system. The driver mainly provides on/off control and state query. The code notes that it pretends to be a laser only to reuse laser GUI controls, but the controlled object is better described as a switchable microscopy light source rather than a laser.",显微照明光源,表征设备|光学与光谱实验|显微成像与光学显微实验|显微照明光源,_aggregate_device_info_output.csv,显微成像与光学显微实验|显微照明光源,medium|medium,medium,medium
Prior 电动 XY 载物台,Prior Motorized XY Stage,prior,prior,9,18,auto-MoveAbs|auto-MoveRelX|auto-MoveRelY|auto-MoveTo|auto-checkhardlimits|auto-checksoftlimit|auto-checksoftlimitAbs|auto-error|auto-getPosition,用于显微镜或实验平台样品定位的电动二维平移载物台，可读取当前位置，并执行 X/Y 方向微米级相对移动与指定坐标绝对移动，同时检查软限位和硬限位以避免超程。,"A motorized 2D translation stage for sample positioning on microscopes or laboratory platforms. It can report the current position, perform micron-scale relative motion in X and Y, move to specified coordinates, and check soft and hard travel limits to avoid overtravel.",电动定位台,表征设备|精密定位与运动控制|光学与光谱实验|样品/探针定位与运动控制|显微成像与光学显微实验|电动定位台,_aggregate_device_info_output.csv,样品/探针定位与运动控制|显微成像与光学显微实验|电动定位台,medium|medium|medium,medium,medium
树莓派相机,Raspberry Pi Camera,rest_pi_camera,rest_pi_camera,12,19,auto-get_exposuretime|auto-get_iso|auto-get_json|auto-get_preview|auto-get_resolution_preview|auto-get_snap|auto-isConnected|auto-post_json|auto-set_exposuretime|auto-set_iso|auto-start_live|auto-stop_live,一款通过 REST API 控制的树莓派相机，用于实验中的图像采集、单张拍照、预览图获取和实时观察，并可设置 ISO 与曝光时间等成像参数。,"A Raspberry Pi camera controlled through a REST API, used in laboratory setups for image acquisition, snapshot capture, preview retrieval, and live viewing, with configurable imaging parameters such as ISO and exposure time.",嵌入式相机模块,表征设备|实验室自动化与仪器集成|实验成像与过程监测|实验HTTP远程控制与API集成|嵌入式相机模块,_aggregate_device_info_output.csv,实验室自动化与仪器集成|实验成像与过程监测,low|medium,medium,medium
树莓派相机模块,Raspberry Pi Camera Module,camera_pi_cam,camera_pi_cam,15,22,auto-close|auto-getLast|auto-getLastChunk|auto-getPropertyValue|auto-openPropertiesGUI|auto-prepare_live|auto-setPropertyValue|auto-setROI|auto-set_analog_gain|auto-set_blacklevel|auto-set_exposure_time|auto-set_pixel_format|auto-start_live|auto-stop_live|auto-suspend_live,一款用于树莓派平台的小型数字相机模块，可进行实时视频采集和静态图像获取。适合实验室中的显微成像、样品观察、装置监视和基础视觉记录等场景。,"A compact digital camera module for the Raspberry Pi platform, used for live video acquisition and still image capture. It is suitable for laboratory microscopy imaging, sample observation, instrument monitoring, and general visual documentation.",嵌入式相机模块,表征设备|智慧表征与检测中心|光学与光谱实验|显微成像与光学显微实验|实验成像与过程监测|嵌入式相机模块,_aggregate_device_info_output.csv,显微成像与光学显微实验|实验成像与过程监测,medium|medium,medium,medium
Rheodyne MXII 多通切换阀,Rheodyne MXII multiport valve,mx_valve,mx_valve,8,16,auto-change_port|auto-get_port|auto-message_builder|auto-read_message|auto-response_interpret|auto-stripped_hex|auto-wait_ready|auto-write_message,这是一种电动多通切换阀，用于在多个液路端口之间切换流体通道。实验室中常用于色谱、流动分析及自动化液路系统中的流路选择、样品切换和溶剂导向。该证据表明驱动面向 Rheodyne MXII 系列阀，并已在 MXX778-605 十口阀上测试。,"This is a motorized multiport valve used to switch fluid flow between multiple ports. In laboratories it is commonly used for flow-path selection, sample switching, and solvent routing in chromatography, flow analysis, and automated fluidic systems. The evidence indicates support for the Rheodyne MXII valve family and testing on the MXX778-605 10-port valve.",多通阀,实验执行&合成设备|溶液配制与反应|流动化学|液体输送与定量分配|多通阀,_aggregate_device_info_output.csv,液体输送与定量分配,medium,medium,medium
Robotiq 三指自适应机械夹爪,Robotiq 3-Finger Adaptive Gripper,gripper_controller,gripper_controller,7,20,auto-Byte_status|auto-activate|auto-add_leading_zeros|auto-close|auto-command_gripper|auto-stat|auto-status,这是一种安装在机器人末端的电动三指自适应夹爪，可通过位置、速度、力度和不同抓取模式控制手指运动，以夹持形状各异的工件。它常用于实验室自动化和机器人系统中的样品、器件或治具的抓取、搬运与定位。,"This is an electric three-finger adaptive robot gripper mounted on a robotic end effector. Its fingers can be controlled by position, speed, force, and grasping mode to handle objects of different shapes. It is commonly used in laboratory automation and robotic systems for grasping, transferring, and positioning samples, parts, or fixtures.",机器人电动夹爪|自适应三指夹爪,实验执行&合成设备|物流/机械|实验室自动化与仪器集成|机器人与移动平台|实验室机械臂自动化与样品搬运|实验室机器人操作与样品转运|机器人电动夹爪|自适应三指夹爪,_aggregate_device_info_output.csv,实验室自动化与仪器集成|实验室机械臂自动化与样品搬运|实验室机器人操作与样品转运|机器人电动夹爪,low|medium|medium|low,medium,medium
Robotiq Hand-E机械夹爪,Robotiq Hand-E Gripper,robotiq_gripper,robotiq_gripper,14,30,auto-activate|auto-auto_calibrate|auto-connect|auto-disconnect|auto-get_closed_position|auto-get_current_position|auto-get_max_position|auto-get_min_position|auto-get_open_position|auto-is_active|auto-is_closed|auto-is_open|auto-move|auto-move_and_wait_for_pos,用于机器人末端执行器的两指电动夹爪，可通过网络套接字直接连接并控制，支持激活、开闭状态判断、开合位置自动校准，以及按目标位置、速度和力执行夹持运动，适合实验自动化中的样品抓取与转运。,"A two-finger electric robotic gripper used as an end effector, directly controlled over a network socket. It supports activation, open/closed state checks, automatic calibration of open and closed positions, and gripping motions with commanded position, speed, and force for sample handling and transfer in lab automation.",机器人电动夹爪,物流/机械|实验室自动化与仪器集成|实验室机器人操作与样品转运|实验室机械臂自动化与样品搬运|机器人电动夹爪,_aggregate_device_info_output.csv,实验室自动化与仪器集成|实验室机器人操作与样品转运|实验室机械臂自动化与样品搬运|机器人电动夹爪,low|medium|medium|low,medium,medium
SCARA机械臂,SCARA Robotic Arm,experimental_scara,experimental_scara,12,19,auto-approach|auto-close_gripper|auto-drop_resource|auto-get_cartesian_position|auto-get_joint_position|auto-halt|auto-home|auto-is_gripper_closed|auto-move_to|auto-move_to_safe|auto-open_gripper|auto-pick_up_resource,一种带夹爪的SCARA（水平关节型）机械臂，用于实验室自动化中的定位、搬运与取放操作。它可按笛卡尔坐标或关节坐标移动，并执行回零、安全位移动以及板类实验耗材的抓取和放置。,"A SCARA robotic arm with a gripper for laboratory automation tasks such as positioning, transport, and pick-and-place operations. It can move in Cartesian space or joint space and perform homing, safe-position moves, and handling of plate-like lab consumables.",机械臂,物流/机械|机器人与移动平台|实验室自动化与仪器集成|实验室机械臂自动化与样品搬运|样品/探针定位与运动控制|机械臂,_aggregate_device_info_output.csv,实验室自动化与仪器集成|实验室机械臂自动化与样品搬运|样品/探针定位与运动控制|机械臂,low|medium|medium|low,medium,medium
SCILA抽屉式培养存储装置,SCILA drawer-based incubation/storage unit,scila_backend,scila_backend,14,29,auto-deserialize|auto-is_temperature_control_enabled|auto-measure_temperature|auto-request_co2_flow_status|auto-request_drawer_status|auto-request_drawer_statuses|auto-request_liquid_level|auto-request_status|auto-request_target_temperature|auto-request_temperature_information|auto-request_valve_status|auto-serialize|auto-start_temperature_control|auto-stop_temperature_control,一种带抽屉访问的实验室环境控制装置，可用于样品或微孔板的培养或受控存储。该设备支持温度控制，并可查询液位、温度、CO₂流量、阀门以及抽屉状态。,"A drawer-based laboratory environmental control unit for incubating or storing samples or microplates under controlled conditions. It supports temperature control and can report liquid level, temperature, CO2 flow, valve status, and drawer status.",微孔板自动培养存储系统|气候箱,器件/细胞设备|生命体系|环境控制与稳定性测试|细胞生物学研究|气候箱培养与稳定性试验|微孔板自动培养存储系统|气候箱,_aggregate_device_info_output.csv,器件/细胞设备|生命体系|环境控制与稳定性测试|细胞生物学研究|气候箱培养与稳定性试验|微孔板自动培养存储系统|气候箱,high|high|medium|high|high|medium|medium,high,medium
STAR Chatterbox 模拟后端,STAR Chatterbox Backend,star_chatterbox_backend,star_chatterbox_backend,18,26,auto-channel_dispensing_drive_request_position|auto-head96_request_firmware_version|auto-iswap_parked|auto-move_channel_y|auto-move_iswap_x|auto-move_iswap_y|auto-move_iswap_z|auto-pierce_foil|auto-request_extended_configuration|auto-request_iswap_initialization_status|auto-request_machine_configuration|auto-request_tip_presence|auto-request_z_pos_channel_n|auto-send_raw_command|auto-setup|auto-slow_iswap|auto-step_off_foil|auto-stop,这是一个面向 Hamilton STAR 液体处理平台的非实体模拟组件。它通过返回虚拟机器配置、吸头状态、96头固件信息、iSWAP 状态与位置等数据，并模拟通道及 iSWAP 运动，用于开发、调试、命令测试和流程验证，而非直接驱动真实仪器。,"This is a non-physical simulation component for the Hamilton STAR liquid handling platform. It provides mock machine configuration, tip status, 96-head firmware data, iSWAP status and positions, and simulated channel and iSWAP motion for development, debugging, command testing, and workflow validation rather than direct control of real hardware.",移液工作站|通用实验设备占位器,实验执行&合成设备|实验室自动化与仪器集成|实验设备模拟与流程调试|移液站产品|移液工作站|通用实验设备占位器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|移液工作站|通用实验设备占位器,low|medium|medium|low,medium,medium
串口实验I/O控制器,Serial Laboratory I/O Controller,io_slave_always_open,io_slave_always_open,6,35,auto-GetAnalog|auto-GetTemperature|auto-SetAnalog|auto-SetDigital|auto-SetFlash|auto-SetServo,这是一类通过串口通信的通用实验室I/O控制器，可提供数字输出、模拟输出、脉冲/闪烁控制、舵机控制，以及模拟量和温度读取功能。它常用于显微镜和实验装置中的外设联动与自动化控制，例如驱动快门、激光相关部件、振动机构或读取传感器信号。,"This is a general-purpose laboratory I/O controller that communicates over a serial port. It provides digital outputs, analog outputs, flash/pulse-style control, servo control, and analog and temperature readback. It is commonly used for peripheral coordination and automation in microscopes and other lab setups, such as driving shutters, laser-related components, shaking mechanisms, or reading sensor signals.",通用数字输入输出外设|串行仪器通信接口,实验执行&合成设备|表征设备|实验室自动化与仪器集成|显微成像与光学显微实验|通用数字输入输出与状态检测|激光激发与光谱测量|通用数字输入输出外设|串行仪器通信接口,_aggregate_device_info_output.csv,实验室自动化与仪器集成|显微成像与光学显微实验|通用数字输入输出与状态检测|通用数字输入输出外设,low|medium|low|low,medium,medium
本地定位处理规则,Spool Local Localization Rule,spool_local_localization_rule,spool_local_localization_rule,1,66,auto-on_data_complete,用于实验数据流程中的非物理软件规则组件。它表示一种本地定位处理规则，用于在数据采集或本地缓存完成后触发定位分析相关流程，并提供总帧数、数据完成状态等规则状态信息。,"A non-physical software rule component used in experimental data workflows. It represents a local localization processing rule that can trigger localization-analysis-related steps after acquisition or local spooling is complete, and exposes rule status such as total frame count and data completion state.",定位分析工作流规则,表征设备|实验数据可视化与分析|实验数据管理与记录|显微定位重建与集群分析|定位分析工作流规则,_aggregate_device_info_output.csv,显微定位重建与集群分析,medium,medium,medium
TOPTICA iBeam 激光器,TOPTICA iBeam Laser,toptica_i_beam_laser,toptica_i_beam_laser,5,12,auto-GetPower|auto-IsOn|auto-SetPower|auto-TurnOff|auto-TurnOn,用于实验室光学实验的可控激光光源，可进行激光开关和输出功率设置/读取，适合显微成像、激发照明等场景。,"A controllable laser light source for laboratory optical experiments, supporting laser emission on/off control and output power set/readback. It is suitable for applications such as microscopy and excitation illumination.",二极管激光器|实验室激光光源|显微照明光源,实验执行&合成设备|光学与光谱实验|激光激发与光谱测量|显微成像与光学显微实验|二极管激光器|实验室激光光源|显微照明光源,_aggregate_device_info_output.csv,显微成像与光学显微实验|二极管激光器|显微照明光源,medium|low|medium,medium,medium
TOPTICA iBeam 智能二极管激光器,TOPTICA iBeam Smart Diode Laser,_i_beam_connection,_i_beam_connection,7,26,auto-command|auto-laser_off|auto-laser_on|auto-set_normal_channel_power|auto-show_max_power|auto-show_power_uW|auto-status_laser,TOPTICA iBeam 是一款紧凑型智能二极管激光光源，可通过串口控制激光开关和输出功率，并读取实际输出状态。它常用于显微镜激发照明、光学实验以及需要稳定连续激光输出的实验室场景。,"The TOPTICA iBeam is a compact smart diode laser source with serial control for laser on/off operation, output power setting, and status readback. It is commonly used for microscope excitation, optical experiments, and other laboratory applications requiring stable continuous laser output.",二极管激光器,表征设备|智慧表征与检测中心|物化表征测试中心|显微成像与光学显微实验|二极管激光器,_aggregate_device_info_output.csv,显微成像与光学显微实验|二极管激光器,medium|low,medium,medium
赛默飞 FIB-SEM 双束显微镜,Thermo Fisher FIB-SEM Microscope,thermo_microscope,thermo_microscope,47,186,auto-acquire_chamber_image|auto-acquire_image|auto-auto_focus|auto-autocontrast|auto-beam_shift|auto-check_available_values|auto-clear_patterns|auto-connect_to_microscope|auto-cryo_deposition_v2|auto-draw_bitmap_pattern|auto-draw_circle|auto-draw_line|auto-draw_rectangle|auto-draw_sputter_pattern|auto-estimate_milling_time|auto-finish_milling|auto-finish_sputter|auto-get_available_values|auto-get_gis|auto-get_milling_state|auto-get_stage_orientation|auto-gis_turn_heater_on|auto-insert_gis|auto-insert_manipulator|auto-last_image|auto-move_manipulator_absolute|auto-move_manipulator_corrected|auto-move_manipulator_relative|auto-move_manipulator_to_position_offset|auto-move_stage_absolute|auto-move_stage_relative|auto-pause_milling|auto-project_stable_move|auto-reconnect|auto-resume_milling|auto-retract_gis|auto-retract_manipulator|auto-run_milling|auto-run_sputter|auto-safe_absolute_stage_movement|auto-set_channel|auto-setup_milling|auto-setup_sputter|auto-stable_move|auto-start_milling|auto-stop_milling|auto-vertical_move,用于控制赛默飞双束聚焦离子束-扫描电子显微镜的仪器接口，可执行电子/离子束成像、自动对焦与对比度调整、束流偏转、样品台与纳米操纵杆运动、离子束铣削、GIS 气体注入以及溅射/沉积相关操作，适用于样品表征、截面加工与显微操纵实验。,"An instrument interface for a Thermo Fisher focused ion beam scanning electron microscope (FIB-SEM). It supports electron/ion beam imaging, autofocus and autocontrast, beam shift, stage and nanomanipulator motion, ion-beam milling, GIS gas injection, and sputter/deposition-related operations for sample characterization, cross-section preparation, and micromanipulation workflows.",双束聚焦离子束扫描电子显微镜,表征设备|后处理设备|智慧表征与检测中心|Hyper-FIB|物化表征测试中心|双束聚焦离子束扫描电子显微镜,_aggregate_device_info_output.csv,双束聚焦离子束扫描电子显微镜,high,high,medium
热循环仪抽象控制后端,Thermocycler Abstract Backend,thermocycler_backend,thermocycler_backend,19,26,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-open_lid|auto-run_protocol|auto-set_block_temperature|auto-set_lid_temperature,用于热循环仪的非物理软件抽象组件。它定义了开关盖、设置模块与热盖温度、停用加热、执行热循环协议，以及读取温度、盖状态、步骤与循环进度等统一控制接口，供具体热循环仪设备实现使用。,"A non-physical abstract software component for thermocyclers. It defines a unified control interface for opening and closing the lid, setting block and lid temperatures, deactivating heating, running thermocycling protocols, and reading temperatures, lid state, and protocol progress, to be implemented by concrete thermocycler devices.",普通PCR仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|实验仪器通信与驱动集成|普通PCR仪,_aggregate_device_info_output.csv,生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪,high|low|high|high,high,medium
索雷博可编程滤光轮,Thorlabs Programmable Filter Wheel,thorlabs_fw102_c,thorlabs_fw102_c,1,20,initialize,用于显微成像或光学实验中的多工位滤光片切换装置，证据指向 Thorlabs FW102C 系列滤光轮。设备可切换不同滤光片位置，常用于荧光显微、激发/发射通道选择等场景；由于设备本体带有手动控制，实验过程中通常需要查询当前位置。,"A multi-position optical filter switching device for microscopy and general optics work, with evidence pointing to the Thorlabs FW102C family of filter wheels. It is used to change filter positions for applications such as fluorescence imaging and excitation/emission channel selection; because the hardware also has manual controls, the current position may need to be queried during experiments.",电动滤光片转轮,表征设备|光学与光谱实验|显微成像与光学显微实验|电动滤光片转轮,_aggregate_device_info_output.csv,显微成像与光学显微实验,medium,medium,medium
透射电子显微镜（TEM/STEM）,Transmission Electron Microscope (TEM/STEM),microscope,microscope,72,82,auto-acquire|auto-get_beam_blanked|auto-get_beam_shift|auto-get_beam_tilt|auto-get_camera_param|auto-get_cameras|auto-get_column_valves_open|auto-get_condenser_mode|auto-get_condenser_stigmator|auto-get_convergence_angle|auto-get_dark_field_mode|auto-get_defocus|auto-get_diffraction_shift|auto-get_family|auto-get_illuminated_area|auto-get_illumination_mode|auto-get_image_shift|auto-get_indicated_camera_length|auto-get_indicated_magnification|auto-get_instrument_mode|auto-get_intensity|auto-get_magnification_index|auto-get_microscope_id|auto-get_objective_excitation|auto-get_objective_stigmator|auto-get_probe_defocus|auto-get_projection_mode|auto-get_projection_mode_string|auto-get_projection_sub_mode|auto-get_screen_current|auto-get_screen_position|auto-get_spot_size_index|auto-get_stage_holder|auto-get_stage_limits|auto-get_stage_position|auto-get_stage_status|auto-get_stem_acquisition_param|auto-get_stem_detector_param|auto-get_stem_detectors|auto-get_stem_magnification|auto-get_stem_rotation|auto-get_vacuum|auto-get_version|auto-get_voltage|auto-is_stem_available|auto-normalize|auto-set_beam_blanked|auto-set_beam_shift|auto-set_beam_tilt|auto-set_camera_param|auto-set_column_valves_open|auto-set_condenser_mode|auto-set_condenser_stigmator|auto-set_convergence_angle|auto-set_dark_field_mode|auto-set_defocus|auto-set_diffraction_shift|auto-set_illuminated_area|auto-set_illumination_mode|auto-set_image_shift|auto-set_instrument_mode|auto-set_intensity|auto-set_magnification_index|auto-set_objective_stigmator|auto-set_probe_defocus|auto-set_projection_mode|auto-set_screen_position|auto-set_spot_size_index|auto-set_stem_acquisition_param|auto-set_stem_detector_param|auto-set_stem_magnification|auto-set_stem_rotation,这是一类高真空电子显微镜，可在透射电子显微镜和扫描透射电子显微镜模式下工作，用于样品的高分辨成像、电子衍射和相关检测。设备通常包含电子枪、镜筒与真空系统、载物台、荧光屏、相机以及 STEM 探测器，可调节电子束偏转、束斑、会聚角、放大倍率、焦距和像散等参数，常用于材料、纳米结构和薄样品分析。,"This is a high-vacuum electron microscope that operates in transmission electron microscopy and scanning transmission electron microscopy modes for high-resolution imaging, electron diffraction, and related detection of specimens. The instrument typically includes an electron column with vacuum system, stage, viewing screen, cameras, and STEM detectors, and allows control of beam deflection, spot size, convergence angle, magnification, focus, and stigmation for materials, nanostructure, and thin-sample analysis.",透射电子显微镜,表征设备|智慧表征与检测中心|真空系统与高真空实验|物化表征测试中心|透射电镜与冷冻电镜成像|透射电子显微镜,_aggregate_device_info_output.csv,透射电镜与冷冻电镜成像|透射电子显微镜,high|medium,high,medium
UP20超声探头,UP20 Ultrasound Probe,up20,up20,37,55,auto-BulkIn|auto-BulkOut|auto-BulkOutFour|auto-BulkOutLarge|auto-BulkOutTwo|auto-BulkOutTwo512|auto-ControlIn|auto-ControlOut|auto-DLImgs|auto-Init1004|auto-InitArrays|auto-InitOn|auto-InitOneA|auto-InitRegisters|auto-InitSeries10|auto-Read512|auto-StartRun|auto-checkAddress|auto-checkAddressFull|auto-createLoop|auto-createLoopDoppler|auto-fastMotor|auto-freeze|auto-getImages|auto-getImagesDoppler|auto-getRawImages|auto-getUSBImages|auto-initProbe|auto-progIt|auto-readWrite|auto-saveImage|auto-startAcq|auto-startDoppler|auto-startMotor|auto-stopAcq|auto-stopMotor|auto-unfreeze,用于超声成像的USB探头设备，可通过USB控制传输与批量传输进行初始化、寄存器配置、图像采集、冻结/解冻、原始图像读取以及多普勒相关采集控制，适用于实验中的超声观察与数据获取。,"A USB ultrasound probe used for ultrasound imaging. It is controlled through USB control and bulk transfers for initialization, register configuration, image acquisition, freeze/unfreeze operation, raw image retrieval, and Doppler-related acquisition, making it suitable for experimental ultrasound observation and data capture.",多普勒超声探头,表征设备|生命体系|超声成像与多普勒流动监测|多普勒超声探头,_aggregate_device_info_output.csv,生命体系|超声成像与多普勒流动监测|多普勒超声探头,high|low|medium,high,medium
USB-TMC实验光源,USB-TMC Light Source,usbtmclight,usbtmclight,12,26,auto-activate_recipe|auto-get_intensity|auto-get_run_status|auto-get_runtime|auto-get_status|auto-get_temperatures|auto-off|auto-on|auto-query_on_state|auto-set_intensity|auto-set_runtime|auto-set_state,通过 USB-TMC 通信控制的实验室光源，可进行开关、光强设定、运行时长设定、状态查询、温度读取和预设配方激活，适用于实验中的照明、激发或定时曝光场景。,"A laboratory light source controlled over USB-TMC communication, supporting on/off control, intensity setting, runtime setting, status queries, temperature readout, and preset recipe activation for lab illumination, excitation, or timed exposure tasks.",实验室可控光源,实验执行&合成设备|光学与光谱实验|实验照明与光激发|实验室可控光源,_aggregate_device_info_output.csv,实验室可控光源,medium,medium,medium
优傲机械臂夹爪系统,Universal Robots Arm with Gripper,rtde_urx,rtde_urx,8,17,auto-angle_antipodal_grasp|auto-close_gripper|auto-initialize|auto-list_to_setp|auto-movel|auto-open_gripper|auto-setp_to_list|auto-wait,用于实验室自动化的机械臂与夹爪控制系统，可进行笛卡尔空间直线运动、位置等待以及夹爪开合，适合样品抓取、转移和放置等操作。,"A laboratory automation robotic arm and gripper system for Cartesian linear motion, motion completion waiting, and gripper open/close control, suitable for sample pick-and-place, transfer, and handling tasks.",机械臂|机器人夹爪,物流/机械|实验执行&合成设备|实验室自动化与仪器集成|机器人与移动平台|实验室机械臂自动化与样品搬运|机器人运动规划与任务编排|机械臂|机器人夹爪,_aggregate_device_info_output.csv,实验室自动化与仪器集成|实验室机械臂自动化与样品搬运|机器人运动规划与任务编排|机械臂|机器人夹爪,low|medium|low|low|low,medium,medium
VENUS资源类生成工具,VENUS Resource Class Generator,resources,resources,3,17,auto-read_layout|auto-read_liquid_classes|auto-read_submethods,这是一个非物理的软件辅助组件，用于读取 Hamilton VENUS 的实验室自动化资源文件，如甲板布局、液体类别数据库和子方法库，并将其转换为可在 Python 中调用的资源类，便于在自动化实验脚本中复用系统配置与方法定义。,"This is a non-physical software helper component that reads Hamilton VENUS laboratory automation resource files, such as deck layouts, liquid class databases, and submethod libraries, and converts them into Python classes for reuse in automation scripts and workflow definitions.",实验自动化资源类生成器,备料&前处理设备|实验室自动化与仪器集成|移液站产品|实验软件对象模型与属性同步|实验自动化资源类生成器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|实验自动化资源类生成器,low|medium|low,medium,medium
